Kod;Nazwa;Artykuły spożywcze;Rok;Wartosc;Jednostka miary;Atrybut
3000000000;Region wschodni;ziemniaki;2011;-;kg; 
3000000000;Region wschodni;ziemniaki;2012;-;kg; 
3000000000;Region wschodni;ziemniaki;2013;-;kg; 
3000000000;Region wschodni;ziemniaki;2014;-;kg; 
3000000000;Region wschodni;ziemniaki;2015;4,39;kg; 
3000000000;Region wschodni;cukier;2003;1,90;kg; 
3000000000;Region wschodni;cukier;2004;1,85;kg; 
3000000000;Region wschodni;cukier;2005;1,66;kg; 
3000000000;Region wschodni;cukier;2006;1,74;kg; 
3000000000;Region wschodni;cukier;2007;1,57;kg; 
3000000000;Region wschodni;cukier;2008;1,62;kg; 
3000000000;Region wschodni;cukier;2009;1,58;kg; 
3000000000;Region wschodni;cukier;2010;1,53;kg; 
3000000000;Region wschodni;cukier;2011;1,41;kg; 
3000000000;Region wschodni;cukier;2012;1,44;kg; 
3000000000;Region wschodni;cukier;2013;1,42;kg; 
3000000000;Region wschodni;cukier;2014;1,46;kg; 
3000000000;Region wschodni;cukier;2015;1,32;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2003;9,33;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2004;9,09;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2005;9,06;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2006;8,64;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2007;8,23;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2008;7,82;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2009;7,62;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2010;7,43;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2011;7,28;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2012;7,21;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2013;7,04;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2014;6,91;kg; 
3060000000;LUBELSKIE;pieczywo i produkty zbożowe;2015;6,57;kg; 
3060000000;LUBELSKIE;pieczywo;2003;-;kg; 
3060000000;LUBELSKIE;pieczywo;2004;-;kg; 
3060000000;LUBELSKIE;pieczywo;2005;-;kg; 
3060000000;LUBELSKIE;pieczywo;2006;-;kg; 
3060000000;LUBELSKIE;pieczywo;2007;-;kg; 
3060000000;LUBELSKIE;pieczywo;2008;-;kg; 
3060000000;LUBELSKIE;pieczywo;2009;-;kg; 
3060000000;LUBELSKIE;pieczywo;2010;-;kg; 
3060000000;LUBELSKIE;pieczywo;2011;-;kg; 
3060000000;LUBELSKIE;pieczywo;2012;-;kg; 
3060000000;LUBELSKIE;pieczywo;2013;-;kg; 
3060000000;LUBELSKIE;pieczywo;2014;-;kg; 
3060000000;LUBELSKIE;pieczywo;2015;3,96;kg; 
3060000000;LUBELSKIE;mięso;2003;5,66;kg; 
3060000000;LUBELSKIE;mięso;2004;5,35;kg; 
3060000000;LUBELSKIE;mięso;2005;5,54;kg; 
3060000000;LUBELSKIE;mięso;2006;5,41;kg; 
3060000000;LUBELSKIE;mięso;2007;5,26;kg; 
3060000000;LUBELSKIE;mięso;2008;5,53;kg; 
3060000000;LUBELSKIE;mięso;2009;5,40;kg; 
3060000000;LUBELSKIE;mięso;2010;5,46;kg; 
3060000000;LUBELSKIE;mięso;2011;5,46;kg; 
3060000000;LUBELSKIE;mięso;2012;5,53;kg; 
3060000000;LUBELSKIE;mięso;2013;5,35;kg; 
3060000000;LUBELSKIE;mięso;2014;5,38;kg; 
3060000000;LUBELSKIE;mięso;2015;5,37;kg; 
3060000000;LUBELSKIE;mięso surowe;2003;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2004;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2005;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2006;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2007;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2008;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2009;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2010;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2011;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2012;-;kg; 
3060000000;LUBELSKIE;mięso surowe;2013;3,07;kg; 
3060000000;LUBELSKIE;mięso surowe;2014;3,07;kg; 
3060000000;LUBELSKIE;mięso surowe;2015;3,13;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2003;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2004;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2005;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2006;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2007;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2008;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2009;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2010;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2011;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2012;-;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2013;1,30;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2014;1,39;kg; 
3060000000;LUBELSKIE;mięso surowe drobiowe;2015;1,37;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2004;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2005;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2006;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2007;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2008;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2009;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2010;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2011;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2012;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2013;-;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2014;2,07;kg; 
3060000000;LUBELSKIE;wędliny i inne przetwory mięsne;2015;2,03;kg; 
3060000000;LUBELSKIE;wędliny;2003;-;kg; 
3060000000;LUBELSKIE;wędliny;2004;-;kg; 
3060000000;LUBELSKIE;wędliny;2005;-;kg; 
3060000000;LUBELSKIE;wędliny;2006;-;kg; 
3060000000;LUBELSKIE;wędliny;2007;-;kg; 
3060000000;LUBELSKIE;wędliny;2008;-;kg; 
3060000000;LUBELSKIE;wędliny;2009;-;kg; 
3060000000;LUBELSKIE;wędliny;2010;-;kg; 
3060000000;LUBELSKIE;wędliny;2011;-;kg; 
3060000000;LUBELSKIE;wędliny;2012;-;kg; 
3060000000;LUBELSKIE;wędliny;2013;2,05;kg; 
3060000000;LUBELSKIE;wędliny;2014;-;kg; 
3060000000;LUBELSKIE;wędliny;2015;-;kg; 
3060000000;LUBELSKIE;ryby;2003;0,41;kg; 
3060000000;LUBELSKIE;ryby;2004;0,38;kg; 
3060000000;LUBELSKIE;ryby;2005;0,40;kg; 
3060000000;LUBELSKIE;ryby;2006;0,38;kg; 
3060000000;LUBELSKIE;ryby;2007;0,40;kg; 
3060000000;LUBELSKIE;ryby;2008;0,43;kg; 
3060000000;LUBELSKIE;ryby;2009;0,43;kg; 
3060000000;LUBELSKIE;ryby;2010;0,39;kg; 
3060000000;LUBELSKIE;ryby;2011;0,38;kg; 
3060000000;LUBELSKIE;ryby;2012;0,38;kg; 
3060000000;LUBELSKIE;ryby;2013;-;kg; 
3060000000;LUBELSKIE;ryby;2014;-;kg; 
3060000000;LUBELSKIE;ryby;2015;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2003;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2004;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2005;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2006;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2007;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2008;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2009;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2010;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2011;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2012;-;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2013;0,29;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2014;0,31;kg; 
3060000000;LUBELSKIE;ryby i owoce morza;2015;0,27;kg; 
3060000000;LUBELSKIE;mleko świeże;2003;-;l; 
3060000000;LUBELSKIE;mleko świeże;2004;-;l; 
3060000000;LUBELSKIE;mleko świeże;2005;5,04;l; 
3060000000;LUBELSKIE;mleko świeże;2006;4,56;l; 
3060000000;LUBELSKIE;mleko świeże;2007;4,17;l; 
3060000000;LUBELSKIE;mleko świeże;2008;3,96;l; 
3060000000;LUBELSKIE;mleko świeże;2009;3,79;l; 
3060000000;LUBELSKIE;mleko świeże;2010;3,79;l; 
3060000000;LUBELSKIE;mleko świeże;2011;3,63;l; 
3060000000;LUBELSKIE;mleko świeże;2012;3,84;l; 
3060000000;LUBELSKIE;mleko świeże;2013;3,73;l; 
3060000000;LUBELSKIE;mleko świeże;2014;3,65;l; 
3060000000;LUBELSKIE;mleko świeże;2015;3,72;l; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2003;-;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2004;-;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2005;0,41;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2006;0,45;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2007;0,51;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2008;0,50;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2009;0,53;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2010;0,58;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2011;0,61;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2012;0,62;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2013;-;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2014;-;kg; 
3060000000;LUBELSKIE;jogurty i napoje mleczne;2015;-;kg; 
3060000000;LUBELSKIE;jogurty;2003;-;kg; 
3060000000;LUBELSKIE;jogurty;2004;-;kg; 
3060000000;LUBELSKIE;jogurty;2005;-;kg; 
3060000000;LUBELSKIE;jogurty;2006;-;kg; 
3060000000;LUBELSKIE;jogurty;2007;-;kg; 
3060000000;LUBELSKIE;jogurty;2008;-;kg; 
3060000000;LUBELSKIE;jogurty;2009;-;kg; 
3060000000;LUBELSKIE;jogurty;2010;-;kg; 
3060000000;LUBELSKIE;jogurty;2011;-;kg; 
3060000000;LUBELSKIE;jogurty;2012;-;kg; 
3060000000;LUBELSKIE;jogurty;2013;0,43;kg; 
3060000000;LUBELSKIE;jogurty;2014;0,43;kg; 
3060000000;LUBELSKIE;jogurty;2015;0,44;kg; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2003;5,89;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2004;5,42;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2005;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2006;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2007;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2008;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2009;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2010;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2011;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2012;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2013;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2014;-;l; 
3060000000;LUBELSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2015;-;l; 
3060000000;LUBELSKIE;sery i twarogi;2003;0,84;kg; 
3060000000;LUBELSKIE;sery i twarogi;2004;0,79;kg; 
3060000000;LUBELSKIE;sery i twarogi;2005;0,81;kg; 
3060000000;LUBELSKIE;sery i twarogi;2006;0,78;kg; 
3060000000;LUBELSKIE;sery i twarogi;2007;0,78;kg; 
3060000000;LUBELSKIE;sery i twarogi;2008;0,78;kg; 
3060000000;LUBELSKIE;sery i twarogi;2009;0,81;kg; 
3060000000;LUBELSKIE;sery i twarogi;2010;0,82;kg; 
3060000000;LUBELSKIE;sery i twarogi;2011;0,82;kg; 
3060000000;LUBELSKIE;sery i twarogi;2012;0,85;kg; 
3060000000;LUBELSKIE;sery i twarogi;2013;0,73;kg; 
3060000000;LUBELSKIE;sery i twarogi;2014;0,78;kg; 
3060000000;LUBELSKIE;sery i twarogi;2015;0,78;kg; 
3060000000;LUBELSKIE;jaja;2003;15,60;szt.; 
3060000000;LUBELSKIE;jaja;2004;15,12;szt.; 
3060000000;LUBELSKIE;jaja;2005;15,61;szt.; 
3060000000;LUBELSKIE;jaja;2006;14,95;szt.; 
3060000000;LUBELSKIE;jaja;2007;14,34;szt.; 
3060000000;LUBELSKIE;jaja;2008;13,78;szt.; 
3060000000;LUBELSKIE;jaja;2009;14,08;szt.; 
3060000000;LUBELSKIE;jaja;2010;13,90;szt.; 
3060000000;LUBELSKIE;jaja;2011;13,38;szt.; 
3060000000;LUBELSKIE;jaja;2012;13,29;szt.; 
3060000000;LUBELSKIE;jaja;2013;13,24;szt.; 
3060000000;LUBELSKIE;jaja;2014;13,57;szt.; 
3060000000;LUBELSKIE;jaja;2015;13,36;szt.; 
3060000000;LUBELSKIE;oleje i tłuszcze;2003;1,69;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2004;1,63;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2005;1,59;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2006;1,50;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2007;1,39;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2008;1,39;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2009;1,36;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2010;1,34;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2011;1,32;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2012;1,36;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2013;1,25;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2014;1,22;kg; 
3060000000;LUBELSKIE;oleje i tłuszcze;2015;1,12;kg; 
3060000000;LUBELSKIE;owoce;2003;4,11;kg; 
3060000000;LUBELSKIE;owoce;2004;4,79;kg; 
3060000000;LUBELSKIE;owoce;2005;3,62;kg; 
3060000000;LUBELSKIE;owoce;2006;3,70;kg; 
3060000000;LUBELSKIE;owoce;2007;3,06;kg; 
3060000000;LUBELSKIE;owoce;2008;3,37;kg; 
3060000000;LUBELSKIE;owoce;2009;3,78;kg; 
3060000000;LUBELSKIE;owoce;2010;3,21;kg; 
3060000000;LUBELSKIE;owoce;2011;3,28;kg; 
3060000000;LUBELSKIE;owoce;2012;3,52;kg; 
3060000000;LUBELSKIE;owoce;2013;3,47;kg; 
3060000000;LUBELSKIE;owoce;2014;3,82;kg; 
3060000000;LUBELSKIE;owoce;2015;3,59;kg; 
3060000000;LUBELSKIE;warzywa;2003;14,30;kg; 
3060000000;LUBELSKIE;warzywa;2004;13,31;kg; 
3060000000;LUBELSKIE;warzywa;2005;13,01;kg; 
3060000000;LUBELSKIE;warzywa;2006;11,94;kg; 
3060000000;LUBELSKIE;warzywa;2007;10,92;kg; 
3060000000;LUBELSKIE;warzywa;2008;11,20;kg; 
3060000000;LUBELSKIE;warzywa;2009;10,63;kg; 
3060000000;LUBELSKIE;warzywa;2010;10,61;kg; 
3060000000;LUBELSKIE;warzywa;2011;10,77;kg; 
3060000000;LUBELSKIE;warzywa;2012;11,26;kg; 
3060000000;LUBELSKIE;warzywa;2013;10,41;kg; 
3060000000;LUBELSKIE;warzywa;2014;10,17;kg; 
3060000000;LUBELSKIE;warzywa;2015;9,84;kg; 
3060000000;LUBELSKIE;ziemniaki;2003;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2004;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2005;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2006;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2007;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2008;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2009;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2010;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2011;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2012;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2013;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2014;-;kg; 
3060000000;LUBELSKIE;ziemniaki;2015;4,22;kg; 
3060000000;LUBELSKIE;cukier;2003;1,88;kg; 
3060000000;LUBELSKIE;cukier;2004;1,81;kg; 
3060000000;LUBELSKIE;cukier;2005;1,65;kg; 
3060000000;LUBELSKIE;cukier;2006;1,78;kg; 
3060000000;LUBELSKIE;cukier;2007;1,49;kg; 
3060000000;LUBELSKIE;cukier;2008;1,58;kg; 
3060000000;LUBELSKIE;cukier;2009;1,55;kg; 
3060000000;LUBELSKIE;cukier;2010;1,48;kg; 
3060000000;LUBELSKIE;cukier;2011;1,34;kg; 
3060000000;LUBELSKIE;cukier;2012;1,52;kg; 
3060000000;LUBELSKIE;cukier;2013;1,44;kg; 
3060000000;LUBELSKIE;cukier;2014;1,47;kg; 
3060000000;LUBELSKIE;cukier;2015;1,23;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2003;9,55;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2004;9,32;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2005;8,97;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2006;8,63;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2007;8,38;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2008;8,19;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2009;7,81;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2010;7,70;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2011;7,43;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2012;7,49;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2013;7,34;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2014;7,18;kg; 
3180000000;PODKARPACKIE;pieczywo i produkty zbożowe;2015;6,94;kg; 
3180000000;PODKARPACKIE;pieczywo;2003;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2004;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2005;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2006;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2007;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2008;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2009;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2010;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2011;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2012;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2013;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2014;-;kg; 
3180000000;PODKARPACKIE;pieczywo;2015;4,25;kg; 
3180000000;PODKARPACKIE;mięso;2003;4,56;kg; 
3180000000;PODKARPACKIE;mięso;2004;4,44;kg; 
3180000000;PODKARPACKIE;mięso;2005;4,52;kg; 
3180000000;PODKARPACKIE;mięso;2006;4,50;kg; 
3180000000;PODKARPACKIE;mięso;2007;4,60;kg; 
3180000000;PODKARPACKIE;mięso;2008;4,98;kg; 
3180000000;PODKARPACKIE;mięso;2009;4,84;kg; 
3180000000;PODKARPACKIE;mięso;2010;4,83;kg; 
3180000000;PODKARPACKIE;mięso;2011;4,77;kg; 
3180000000;PODKARPACKIE;mięso;2012;4,87;kg; 
3180000000;PODKARPACKIE;mięso;2013;4,66;kg; 
3180000000;PODKARPACKIE;mięso;2014;4,79;kg; 
3180000000;PODKARPACKIE;mięso;2015;4,80;kg; 
3180000000;PODKARPACKIE;mięso surowe;2003;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2004;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2005;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2006;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2007;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2008;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2009;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2010;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2011;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2012;-;kg; 
3180000000;PODKARPACKIE;mięso surowe;2013;2,52;kg; 
3180000000;PODKARPACKIE;mięso surowe;2014;2,66;kg; 
3180000000;PODKARPACKIE;mięso surowe;2015;2,69;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2003;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2004;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2005;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2006;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2007;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2008;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2009;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2010;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2011;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2012;-;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2013;1,44;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2014;1,47;kg; 
3180000000;PODKARPACKIE;mięso surowe drobiowe;2015;1,48;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2004;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2005;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2006;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2007;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2008;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2009;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2010;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2011;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2012;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2013;-;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2014;1,94;kg; 
3180000000;PODKARPACKIE;wędliny i inne przetwory mięsne;2015;1,92;kg; 
3180000000;PODKARPACKIE;wędliny;2003;-;kg; 
3180000000;PODKARPACKIE;wędliny;2004;-;kg; 
3180000000;PODKARPACKIE;wędliny;2005;-;kg; 
3180000000;PODKARPACKIE;wędliny;2006;-;kg; 
3180000000;PODKARPACKIE;wędliny;2007;-;kg; 
3180000000;PODKARPACKIE;wędliny;2008;-;kg; 
3180000000;PODKARPACKIE;wędliny;2009;-;kg; 
3180000000;PODKARPACKIE;wędliny;2010;-;kg; 
3180000000;PODKARPACKIE;wędliny;2011;-;kg; 
3180000000;PODKARPACKIE;wędliny;2012;-;kg; 
3180000000;PODKARPACKIE;wędliny;2013;1,93;kg; 
3180000000;PODKARPACKIE;wędliny;2014;-;kg; 
3180000000;PODKARPACKIE;wędliny;2015;-;kg; 
3180000000;PODKARPACKIE;ryby;2003;0,30;kg; 
3180000000;PODKARPACKIE;ryby;2004;0,28;kg; 
3180000000;PODKARPACKIE;ryby;2005;0,30;kg; 
3180000000;PODKARPACKIE;ryby;2006;0,31;kg; 
3180000000;PODKARPACKIE;ryby;2007;0,33;kg; 
3180000000;PODKARPACKIE;ryby;2008;0,37;kg; 
3180000000;PODKARPACKIE;ryby;2009;0,36;kg; 
3180000000;PODKARPACKIE;ryby;2010;0,35;kg; 
3180000000;PODKARPACKIE;ryby;2011;0,33;kg; 
3180000000;PODKARPACKIE;ryby;2012;0,32;kg; 
3180000000;PODKARPACKIE;ryby;2013;-;kg; 
3180000000;PODKARPACKIE;ryby;2014;-;kg; 
3180000000;PODKARPACKIE;ryby;2015;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2003;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2004;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2005;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2006;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2007;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2008;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2009;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2010;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2011;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2012;-;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2013;0,23;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2014;0,23;kg; 
3180000000;PODKARPACKIE;ryby i owoce morza;2015;0,23;kg; 
3180000000;PODKARPACKIE;mleko świeże;2003;-;l; 
3180000000;PODKARPACKIE;mleko świeże;2004;-;l; 
3180000000;PODKARPACKIE;mleko świeże;2005;5,75;l; 
3180000000;PODKARPACKIE;mleko świeże;2006;5,41;l; 
3180000000;PODKARPACKIE;mleko świeże;2007;4,86;l; 
3180000000;PODKARPACKIE;mleko świeże;2008;4,82;l; 
3180000000;PODKARPACKIE;mleko świeże;2009;4,51;l; 
3180000000;PODKARPACKIE;mleko świeże;2010;4,45;l; 
3180000000;PODKARPACKIE;mleko świeże;2011;4,22;l; 
3180000000;PODKARPACKIE;mleko świeże;2012;4,29;l; 
3180000000;PODKARPACKIE;mleko świeże;2013;4,18;l; 
3180000000;PODKARPACKIE;mleko świeże;2014;3,96;l; 
3180000000;PODKARPACKIE;mleko świeże;2015;3,91;l; 
3180000000;PODKARPACKIE;jogurty i napoje mleczne;2003;-;kg; 
3180000000;PODKARPACKIE;jogurty i napoje mleczne;2004;-;kg; 
